7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
ENSMUST00000202447	ENSMUST00000170054
ENSMUST00000025408	ENSMUST00000111343
ENSMUST00000114779	ENSMUST00000084030
ENSMUST00000056403	ENSMUST00000110585
ENSMUST00000165028	ENSMUST00000118522
ENSMUST00000105584	ENSMUST00000001825
ENSMUST00000109057	ENSMUST00000188414
ENSMUST00000002925	ENSMUST00000061209
ENSMUST00000043152	ENSMUST00000068439
ENSMUST00000031101	ENSMUST00000032422
ENSMUST00000050078	ENSMUST00000075995
ENSMUST00000001480	ENSMUST00000033058
ENSMUST00000065074	ENSMUST00000090147
ENSMUST00000171182	ENSMUST00000023048
ENSMUST00000028767	ENSMUST00000029462
ENSMUST00000079691	ENSMUST00000040416
ENSMUST00000033983	ENSMUST00000020329
ENSMUST00000103130	ENSMUST00000028527
ENSMUST00000025891	ENSMUST00000030340
ENSMUST00000074941	ENSMUST00000032715
ENSMUST00000045441	ENSMUST00000028689
ENSMUST00000117994	ENSMUST00000173363
ENSMUST00000072726	ENSMUST00000075610
ENSMUST00000077925	ENSMUST00000055413
ENSMUST00000026470	ENSMUST00000079644
ENSMUST00000106177	ENSMUST00000047179
ENSMUST00000209440	ENSMUST00000185852
ENSMUST00000047935	ENSMUST00000037967
ENSMUST00000036554	ENSMUST00000025639
ENSMUST00000032768	ENSMUST00000055576
ENSMUST00000008878	ENSMUST00000068259
ENSMUST00000006764	ENSMUST00000101127
ENSMUST00000004684	ENSMUST00000034097
ENSMUST00000028135	ENSMUST00000084264
ENSMUST00000034370	ENSMUST00000111070
ENSMUST00000009693	ENSMUST00000084891
ENSMUST00000084953	ENSMUST00000055518
ENSMUST00000017975	ENSMUST00000117146
ENSMUST00000115795	ENSMUST00000020258
ENSMUST00000034787	ENSMUST00000022419
ENSMUST00000021390	ENSMUST00000170271
ENSMUST00000001439	ENSMUST00000026169
ENSMUST00000106000	ENSMUST00000031227
ENSMUST00000121979	ENSMUST00000034260
ENSMUST00000100986	ENSMUST00000018506
ENSMUST00000020959	ENSMUST00000037484
ENSMUST00000038194	ENSMUST00000053506
ENSMUST00000042732	ENSMUST00000002121
ENSMUST00000020454	ENSMUST00000020653
ENSMUST00000032888	ENSMUST00000046030
ENSMUST00000061234	ENSMUST00000029482
ENSMUST00000122022	ENSMUST00000193703
ENSMUST00000042726	ENSMUST00000032629
ENSMUST00000029842	ENSMUST00000091403
ENSMUST00000164828	ENSMUST00000037270
ENSMUST00000098513	ENSMUST00000029344
ENSMUST00000034541	ENSMUST00000005016
ENSMUST00000028522	ENSMUST00000108789
ENSMUST00000019577	ENSMUST00000030944
ENSMUST00000028858	ENSMUST00000076921
ENSMUST00000179598	ENSMUST00000020699
ENSMUST00000079721	ENSMUST00000028781
ENSMUST00000026557	ENSMUST00000179343
ENSMUST00000029178	ENSMUST00000024817
ENSMUST00000081079	ENSMUST00000019514
ENSMUST00000097888	ENSMUST00000016781
ENSMUST00000182502	ENSMUST00000168882
ENSMUST00000080834	ENSMUST00000047203
ENSMUST00000099955	ENSMUST00000112641
ENSMUST00000115781	ENSMUST00000006900
ENSMUST00000200392	ENSMUST00000036126
ENSMUST00000103091	ENSMUST00000040314
ENSMUST00000021942	ENSMUST00000160835
ENSMUST00000033741	ENSMUST00000016138
ENSMUST00000064922	ENSMUST00000061578
ENSMUST00000031364	ENSMUST00000023405
ENSMUST00000102838	ENSMUST00000034230
ENSMUST00000148178	ENSMUST00000038627
ENSMUST00000082337	ENSMUST00000047903
ENSMUST00000025506	ENSMUST00000074077
ENSMUST00000087557	ENSMUST00000025853
ENSMUST00000022286	ENSMUST00000109197
ENSMUST00000053729	ENSMUST00000021134
ENSMUST00000033752	ENSMUST00000057288
ENSMUST00000113493	ENSMUST00000201352
ENSMUST00000030813	ENSMUST00000004327
ENSMUST00000002029	ENSMUST00000030669
ENSMUST00000036904	ENSMUST00000102783
ENSMUST00000067744	ENSMUST00000061568
ENSMUST00000108425	ENSMUST00000033179
ENSMUST00000030313	ENSMUST00000019183
ENSMUST00000159569	ENSMUST00000022962
ENSMUST00000045054	ENSMUST00000140206
ENSMUST00000036579	ENSMUST00000025696
ENSMUST00000010421	ENSMUST00000111246
ENSMUST00000105706	ENSMUST00000067912
ENSMUST00000176381	ENSMUST00000046461
ENSMUST00000099139	ENSMUST00000112473
ENSMUST00000084892	ENSMUST00000109997
ENSMUST00000001127	ENSMUST00000067880
ENSMUST00000091751	ENSMUST00000170157
ENSMUST00000071750	ENSMUST00000027114
ENSMUST00000034140	ENSMUST00000044204
ENSMUST00000131374	ENSMUST00000109315
ENSMUST00000025083	ENSMUST00000115193
ENSMUST00000001147	ENSMUST00000116363
ENSMUST00000020123	ENSMUST00000102507
ENSMUST00000167377	ENSMUST00000021090
ENSMUST00000024884	ENSMUST00000110305
ENSMUST00000021243	ENSMUST00000003183
ENSMUST00000107094	ENSMUST00000036153
ENSMUST00000097822	ENSMUST00000117217
ENSMUST00000115027	ENSMUST00000102518
ENSMUST00000106259	ENSMUST00000105475
ENSMUST00000173875	ENSMUST00000153470
ENSMUST00000112885	ENSMUST00000050552
ENSMUST00000155327	ENSMUST00000037302
ENSMUST00000044551	ENSMUST00000207787
ENSMUST00000021201	ENSMUST00000103015
ENSMUST00000033866	ENSMUST00000051672
ENSMUST00000090024	ENSMUST00000050398
ENSMUST00000033739	ENSMUST00000043627
ENSMUST00000109901	ENSMUST00000028593
ENSMUST00000042564	ENSMUST00000046114
ENSMUST00000120498	ENSMUST00000112830
ENSMUST00000178401	ENSMUST00000007130
ENSMUST00000106625	ENSMUST00000041361
ENSMUST00000025815	ENSMUST00000028644
ENSMUST00000160075	ENSMUST00000146444
ENSMUST00000091701	ENSMUST00000037099
ENSMUST00000019662	ENSMUST00000068613
ENSMUST00000033720	ENSMUST00000111605
ENSMUST00000199273	ENSMUST00000167626
ENSMUST00000027974	ENSMUST00000058790
ENSMUST00000024627	ENSMUST00000043521
ENSMUST00000095410	ENSMUST00000080859
ENSMUST00000030903	ENSMUST00000096385
ENSMUST00000023085	ENSMUST00000102494
ENSMUST00000007559	ENSMUST00000168747
ENSMUST00000005825	ENSMUST00000021536
ENSMUST00000093357	ENSMUST00000019199
ENSMUST00000191138	ENSMUST00000048962
ENSMUST00000044564	ENSMUST00000034803
ENSMUST00000113075	ENSMUST00000200758
ENSMUST00000071215	ENSMUST00000108712
ENSMUST00000014913	ENSMUST00000026154
ENSMUST00000023432	ENSMUST00000142519
ENSMUST00000044524	ENSMUST00000208907
ENSMUST00000023467	ENSMUST00000154132
ENSMUST00000013338	ENSMUST00000109670
ENSMUST00000048309	ENSMUST00000044509
ENSMUST00000052201	ENSMUST00000036765
ENSMUST00000025714	ENSMUST00000130643
ENSMUST00000036540	ENSMUST00000040776
ENSMUST00000052838	ENSMUST00000021164
ENSMUST00000026987	ENSMUST00000022245
ENSMUST00000034775	ENSMUST00000052125
ENSMUST00000022099	ENSMUST00000103220
ENSMUST00000103172	ENSMUST00000050073
ENSMUST00000070597	ENSMUST00000020251
ENSMUST00000159283	ENSMUST00000162364
ENSMUST00000087689	ENSMUST00000043864
ENSMUST00000086461	ENSMUST00000034303
ENSMUST00000193683	ENSMUST00000002318
ENSMUST00000082437	ENSMUST00000036497
ENSMUST00000120301	ENSMUST00000004560
ENSMUST00000073792	ENSMUST00000033509
ENSMUST00000169613	ENSMUST00000193094
ENSMUST00000044166	ENSMUST00000039680
ENSMUST00000033433	ENSMUST00000191497
ENSMUST00000108883	ENSMUST00000025740
ENSMUST00000030201	ENSMUST00000052529
ENSMUST00000018568	ENSMUST00000032485
ENSMUST00000110677	ENSMUST00000021933
ENSMUST00000028554	ENSMUST00000191142
ENSMUST00000025014	ENSMUST00000155901
ENSMUST00000103099	ENSMUST00000066568
ENSMUST00000121564	ENSMUST00000069782
ENSMUST00000040881	ENSMUST00000031061
ENSMUST00000102968	ENSMUST00000188710
ENSMUST00000025290	ENSMUST00000113793
ENSMUST00000127234	ENSMUST00000171165
ENSMUST00000040131	ENSMUST00000164837
ENSMUST00000036570	ENSMUST00000073889
ENSMUST00000088763	ENSMUST00000054536
ENSMUST00000025890	ENSMUST00000026151
ENSMUST00000029875	ENSMUST00000111106
ENSMUST00000111760	ENSMUST00000058914
ENSMUST00000034392	ENSMUST00000025215
ENSMUST00000038498	ENSMUST00000102633
ENSMUST00000031822	ENSMUST00000034131
ENSMUST00000029476	ENSMUST00000141235
ENSMUST00000023747	ENSMUST00000071592
ENSMUST00000105575	ENSMUST00000109685
ENSMUST00000033127	ENSMUST00000056433
ENSMUST00000040182	ENSMUST00000050077
ENSMUST00000023830	ENSMUST00000038131
ENSMUST00000097542	ENSMUST00000087181
ENSMUST00000163558	ENSMUST00000031103
ENSMUST00000058716	ENSMUST00000098911
ENSMUST00000045994	ENSMUST00000040624
ENSMUST00000021375	ENSMUST00000025292
ENSMUST00000027970	ENSMUST00000036188
ENSMUST00000062045	ENSMUST00000021410
ENSMUST00000096232	ENSMUST00000026568
ENSMUST00000174699	ENSMUST00000002989
ENSMUST00000061973	ENSMUST00000103143
ENSMUST00000142615	ENSMUST00000154256
ENSMUST00000023805	ENSMUST00000057627
ENSMUST00000005826	ENSMUST00000077088
ENSMUST00000034497	ENSMUST00000029092
ENSMUST00000196745	ENSMUST00000078647
ENSMUST00000047629	ENSMUST00000022136
ENSMUST00000107032	ENSMUST00000203816
ENSMUST00000018737	ENSMUST00000076431
ENSMUST00000025739	ENSMUST00000018478
ENSMUST00000156520	ENSMUST00000142087
ENSMUST00000041783	ENSMUST00000097014
ENSMUST00000034141	ENSMUST00000034876
ENSMUST00000025486	ENSMUST00000025904
ENSMUST00000020979	ENSMUST00000109418
ENSMUST00000050668	ENSMUST00000033004
ENSMUST00000170836	ENSMUST00000212524
ENSMUST00000108539	ENSMUST00000183310
ENSMUST00000171461	ENSMUST00000023179
ENSMUST00000102542	ENSMUST00000114849
ENSMUST00000037349	ENSMUST00000029353
ENSMUST00000033898	ENSMUST00000060100
ENSMUST00000030398	ENSMUST00000033540
ENSMUST00000051377	ENSMUST00000001242
ENSMUST00000021810	ENSMUST00000048116
ENSMUST00000026927	ENSMUST00000031347
ENSMUST00000109905	ENSMUST00000034022
ENSMUST00000102926	ENSMUST00000102629
ENSMUST00000114124	ENSMUST00000076922
ENSMUST00000027303	ENSMUST00000119878
ENSMUST00000022197	ENSMUST00000055296
ENSMUST00000034464	ENSMUST00000111080
ENSMUST00000096766	ENSMUST00000093962
ENSMUST00000029629	ENSMUST00000032413
ENSMUST00000109241	ENSMUST00000102934
ENSMUST00000030709	ENSMUST00000026703
ENSMUST00000111611	ENSMUST00000077577
ENSMUST00000182078	ENSMUST00000041956
ENSMUST00000020741	ENSMUST00000021728
ENSMUST00000049519	ENSMUST00000061890
ENSMUST00000088922	ENSMUST00000032627
ENSMUST00000109232	ENSMUST00000114510
ENSMUST00000094639	ENSMUST00000159692
ENSMUST00000019638	ENSMUST00000048155
ENSMUST00000167400	ENSMUST00000006760
ENSMUST00000022293	ENSMUST00000087908
ENSMUST00000112507	ENSMUST00000043914
ENSMUST00000006614	ENSMUST00000065601
ENSMUST00000004200	ENSMUST00000110602
ENSMUST00000172298	ENSMUST00000108718
ENSMUST00000059899	ENSMUST00000035612
ENSMUST00000028351	ENSMUST00000119413
ENSMUST00000112487	ENSMUST00000045884
ENSMUST00000061283	ENSMUST00000039733
ENSMUST00000167518	ENSMUST00000017945
ENSMUST00000109737	ENSMUST00000014698
ENSMUST00000115181	ENSMUST00000081869
ENSMUST00000014922	ENSMUST00000169782
ENSMUST00000054764	ENSMUST00000025490
ENSMUST00000108285	ENSMUST00000154169
ENSMUST00000033182	ENSMUST00000001419
ENSMUST00000007212	ENSMUST00000015017
ENSMUST00000162175	ENSMUST00000032882
ENSMUST00000100220	ENSMUST00000022921
ENSMUST00000024756	ENSMUST00000096272
ENSMUST00000099356	ENSMUST00000049020
ENSMUST00000077798	ENSMUST00000179669
ENSMUST00000108112	ENSMUST00000115577
ENSMUST00000040607	ENSMUST00000048519
ENSMUST00000020911	ENSMUST00000037299
ENSMUST00000112650	ENSMUST00000021249
ENSMUST00000048016	ENSMUST00000047242
ENSMUST00000031640	ENSMUST00000114627
ENSMUST00000108431	ENSMUST00000060608
ENSMUST00000013842	ENSMUST00000023387
ENSMUST00000023361	ENSMUST00000080987
ENSMUST00000037783	ENSMUST00000005064
ENSMUST00000064371	ENSMUST00000107187
ENSMUST00000002133	ENSMUST00000029147
ENSMUST00000196709	ENSMUST00000170629
ENSMUST00000038104	ENSMUST00000106354
ENSMUST00000191896	ENSMUST00000182066
ENSMUST00000078124	ENSMUST00000093812
ENSMUST00000034966	ENSMUST00000039449
ENSMUST00000021356	ENSMUST00000115441
ENSMUST00000044567	ENSMUST00000040218
ENSMUST00000100528	ENSMUST00000090246
ENSMUST00000041353	ENSMUST00000066632
ENSMUST00000102928	ENSMUST00000108165
ENSMUST00000044556	ENSMUST00000027534
ENSMUST00000069168	ENSMUST00000002091
ENSMUST00000050916	ENSMUST00000018816
ENSMUST00000041262	ENSMUST00000037709
ENSMUST00000090785	ENSMUST00000115366
ENSMUST00000086563	ENSMUST00000078369
ENSMUST00000028623	ENSMUST00000048431
ENSMUST00000036267	ENSMUST00000023157
ENSMUST00000033030	ENSMUST00000127208
ENSMUST00000097343	ENSMUST00000038696
ENSMUST00000108403	ENSMUST00000092907
ENSMUST00000112121	ENSMUST00000044532
ENSMUST00000014892	ENSMUST00000099090
ENSMUST00000164181	ENSMUST00000113584
ENSMUST00000156963	ENSMUST00000095188
ENSMUST00000159699	ENSMUST00000058496
ENSMUST00000027587	ENSMUST00000109824
ENSMUST00000028600	ENSMUST00000119847
ENSMUST00000172450	ENSMUST00000060576
ENSMUST00000044331	ENSMUST00000102754
ENSMUST00000140592	ENSMUST00000032409
ENSMUST00000052712	ENSMUST00000021605
ENSMUST00000038719	ENSMUST00000098843
ENSMUST00000045847	ENSMUST00000037182
ENSMUST00000112429	ENSMUST00000015137
ENSMUST00000020420	ENSMUST00000000193
ENSMUST00000082428	ENSMUST00000000260
ENSMUST00000164710	ENSMUST00000020801
ENSMUST00000042148	ENSMUST00000070112
ENSMUST00000094014	ENSMUST00000022189
ENSMUST00000164470	ENSMUST00000168678
ENSMUST00000053015	ENSMUST00000030010
ENSMUST00000103198	ENSMUST00000107651
ENSMUST00000073150	ENSMUST00000191899
ENSMUST00000081497	ENSMUST00000123818
ENSMUST00000108153	ENSMUST00000023214
ENSMUST00000110425	ENSMUST00000120585
ENSMUST00000096255	ENSMUST00000057561
ENSMUST00000001455	ENSMUST00000120143
ENSMUST00000034203	ENSMUST00000096249
ENSMUST00000031032	ENSMUST00000061618
ENSMUST00000001711	ENSMUST00000044277
ENSMUST00000100484	ENSMUST00000025293
ENSMUST00000075884	ENSMUST00000004203
ENSMUST00000084941	ENSMUST00000089157
ENSMUST00000026681	ENSMUST00000035037
ENSMUST00000034457	ENSMUST00000202447
ENSMUST00000077037	ENSMUST00000077225
ENSMUST00000102694	ENSMUST00000160597
ENSMUST00000040188	ENSMUST00000025408
ENSMUST00000118015	ENSMUST00000115832
ENSMUST00000128231	ENSMUST00000114779
ENSMUST00000001179	ENSMUST00000056403
ENSMUST00000197407	ENSMUST00000165028
ENSMUST00000055497	ENSMUST00000105584
ENSMUST00000109261	ENSMUST00000036744
ENSMUST00000021990	ENSMUST00000109486
ENSMUST00000169266	ENSMUST00000109057
ENSMUST00000167020	ENSMUST00000002925
ENSMUST00000007708	ENSMUST00000043152
ENSMUST00000042990	ENSMUST00000031101
ENSMUST00000049483	ENSMUST00000059115
ENSMUST00000051870	ENSMUST00000023673
ENSMUST00000114371	ENSMUST00000029730
ENSMUST00000147571	ENSMUST00000037280
ENSMUST00000065629	ENSMUST00000050078
ENSMUST00000110855	ENSMUST00000001480
ENSMUST00000098789	ENSMUST00000065074
ENSMUST00000032899	ENSMUST00000171182
ENSMUST00000021083	ENSMUST00000001706
ENSMUST00000167759	ENSMUST00000028314
ENSMUST00000029257	ENSMUST00000028767
ENSMUST00000033160	ENSMUST00000079691
ENSMUST00000101126	ENSMUST00000033983
ENSMUST00000167926	ENSMUST00000103130
ENSMUST00000036665	ENSMUST00000101477
ENSMUST00000067058	ENSMUST00000025891
ENSMUST00000003468	ENSMUST00000045441
ENSMUST00000034085	ENSMUST00000117994
ENSMUST00000057950	ENSMUST00000072726
ENSMUST00000110506	ENSMUST00000019944
ENSMUST00000026032	ENSMUST00000077925
ENSMUST00000026990	ENSMUST00000026470
ENSMUST00000023630	ENSMUST00000071648
ENSMUST00000103213	ENSMUST00000106177
ENSMUST00000078528	ENSMUST00000209440
ENSMUST00000130916	ENSMUST00000047935
ENSMUST00000034388	ENSMUST00000108527
ENSMUST00000164773	ENSMUST00000036554
ENSMUST00000052910	ENSMUST00000032768
ENSMUST00000160180	ENSMUST00000012152
ENSMUST00000122255	ENSMUST00000169547
ENSMUST00000030365	ENSMUST00000008878
ENSMUST00000102592	ENSMUST00000006764
ENSMUST00000071852	ENSMUST00000028135
ENSMUST00000028607	ENSMUST00000109535
ENSMUST00000060049	ENSMUST00000100530
ENSMUST00000014691	ENSMUST00000161779
ENSMUST00000111741	ENSMUST00000034370
ENSMUST00000046212	ENSMUST00000139167
ENSMUST00000161170	ENSMUST00000203653
ENSMUST00000020977	ENSMUST00000009693
ENSMUST00000027961	ENSMUST00000084953
ENSMUST00000080371	ENSMUST00000017975
ENSMUST00000027056	ENSMUST00000069828
ENSMUST00000022519	ENSMUST00000115795
ENSMUST00000031311	ENSMUST00000034787
ENSMUST00000033683	ENSMUST00000021390
ENSMUST00000020849	ENSMUST00000001439
ENSMUST00000026599	ENSMUST00000106000
ENSMUST00000096239	ENSMUST00000121979
ENSMUST00000070878	ENSMUST00000212072
ENSMUST00000075888	ENSMUST00000100986
ENSMUST00000106783	ENSMUST00000020959
ENSMUST00000058393	ENSMUST00000022172
ENSMUST00000108709	ENSMUST00000038194
ENSMUST00000120129	ENSMUST00000020212
ENSMUST00000095517	ENSMUST00000020454
ENSMUST00000005503	ENSMUST00000045747
ENSMUST00000179937	ENSMUST00000042732
ENSMUST00000095797	ENSMUST00000032888
ENSMUST00000115338	ENSMUST00000093292
ENSMUST00000112505	ENSMUST00000061234
ENSMUST00000056157	ENSMUST00000174479
ENSMUST00000045779	ENSMUST00000193869
ENSMUST00000095070	ENSMUST00000122022
ENSMUST00000131475	ENSMUST00000041133
ENSMUST00000027667	ENSMUST00000042726
ENSMUST00000070755	ENSMUST00000029842
ENSMUST00000000199	ENSMUST00000094140
ENSMUST00000000449	ENSMUST00000164828
ENSMUST00000085018	ENSMUST00000070150
ENSMUST00000057893	ENSMUST00000034541
ENSMUST00000207107	ENSMUST00000028522
ENSMUST00000022518	ENSMUST00000053148
ENSMUST00000021197	ENSMUST00000087703
ENSMUST00000165096	ENSMUST00000043204
ENSMUST00000020234	ENSMUST00000019143
ENSMUST00000024811	ENSMUST00000019577
ENSMUST00000169237	ENSMUST00000028858
ENSMUST00000022009	ENSMUST00000065562
ENSMUST00000027373	ENSMUST00000179598
ENSMUST00000111336	ENSMUST00000073337
ENSMUST00000026254	ENSMUST00000031555
ENSMUST00000107151	ENSMUST00000026557
ENSMUST00000102925	ENSMUST00000029178
ENSMUST00000110674	ENSMUST00000081079
ENSMUST00000120441	ENSMUST00000053106
ENSMUST00000060311	ENSMUST00000107373
ENSMUST00000064062	ENSMUST00000099955
ENSMUST00000029388	ENSMUST00000159292
ENSMUST00000143219	ENSMUST00000030018
ENSMUST00000166518	ENSMUST00000115781
ENSMUST00000010974	ENSMUST00000045971
ENSMUST00000043757	ENSMUST00000200392
ENSMUST00000021085	ENSMUST00000103091
ENSMUST00000040735	ENSMUST00000021942
ENSMUST00000047616	ENSMUST00000064922
ENSMUST00000117646	ENSMUST00000031364
ENSMUST00000077755	ENSMUST00000102838
ENSMUST00000193266	ENSMUST00000148178
ENSMUST00000154460	ENSMUST00000082337
ENSMUST00000170046	ENSMUST00000026148
ENSMUST00000033075	ENSMUST00000025506
ENSMUST00000021135	ENSMUST00000027422
ENSMUST00000027125	ENSMUST00000023176
ENSMUST00000129269	ENSMUST00000087557
ENSMUST00000075550	ENSMUST00000022286
ENSMUST00000027009	ENSMUST00000025007
ENSMUST00000023610	ENSMUST00000053729
ENSMUST00000021993	ENSMUST00000033752
ENSMUST00000048544	ENSMUST00000113493
ENSMUST00000091920	ENSMUST00000110231
ENSMUST00000185633	ENSMUST00000036248
ENSMUST00000023088	ENSMUST00000040234
ENSMUST00000120539	ENSMUST00000033846
ENSMUST00000001081	ENSMUST00000030813
ENSMUST00000100404	ENSMUST00000165219
ENSMUST00000057784	ENSMUST00000002029
ENSMUST00000049507	ENSMUST00000036904
ENSMUST00000002084	ENSMUST00000058125
ENSMUST00000036493	ENSMUST00000067744
ENSMUST00000170102	ENSMUST00000108425
ENSMUST00000144742	ENSMUST00000030313
ENSMUST00000171127	ENSMUST00000159569
ENSMUST00000066469	ENSMUST00000114268
ENSMUST00000159109	ENSMUST00000045054
ENSMUST00000002473	ENSMUST00000087085
ENSMUST00000021772	ENSMUST00000040481
ENSMUST00000057551	ENSMUST00000140761
ENSMUST00000029738	ENSMUST00000099525
ENSMUST00000029170	ENSMUST00000064571
ENSMUST00000002818	ENSMUST00000010421
ENSMUST00000028336	ENSMUST00000105706
ENSMUST00000022720	ENSMUST00000176381
ENSMUST00000023426	ENSMUST00000099139
ENSMUST00000109689	ENSMUST00000084892
ENSMUST00000106486	ENSMUST00000001127
ENSMUST00000086844	ENSMUST00000164095
ENSMUST00000046770	ENSMUST00000091751
ENSMUST00000115077	ENSMUST00000099112
ENSMUST00000031597	ENSMUST00000071750
ENSMUST00000047429	ENSMUST00000034140
ENSMUST00000212781	ENSMUST00000112676
ENSMUST00000035227	ENSMUST00000131374
ENSMUST00000009679	ENSMUST00000120705
ENSMUST00000117507	ENSMUST00000071921
ENSMUST00000129456	ENSMUST00000105107
ENSMUST00000076169	ENSMUST00000025083
ENSMUST00000143441	ENSMUST00000001147
ENSMUST00000027741	ENSMUST00000076957
ENSMUST00000118160	ENSMUST00000035648
ENSMUST00000072744	ENSMUST00000015333
ENSMUST00000105545	ENSMUST00000020123
ENSMUST00000023759	ENSMUST00000106520
ENSMUST00000074370	ENSMUST00000167377
ENSMUST00000033597	ENSMUST00000024884
ENSMUST00000000590	ENSMUST00000021243
ENSMUST00000052236	ENSMUST00000089332
ENSMUST00000053063	ENSMUST00000097822
ENSMUST00000043604	ENSMUST00000107094
ENSMUST00000058326	ENSMUST00000042512
ENSMUST00000161515	ENSMUST00000069837
ENSMUST00000171247	ENSMUST00000115027
ENSMUST00000102501	ENSMUST00000106259
ENSMUST00000047131	ENSMUST00000173875
ENSMUST00000106657	ENSMUST00000112885
ENSMUST00000117654	ENSMUST00000155327
ENSMUST00000167242	ENSMUST00000020488
ENSMUST00000058137	ENSMUST00000042057
ENSMUST00000078459	ENSMUST00000058295
ENSMUST00000145903	ENSMUST00000021201
ENSMUST00000089765	ENSMUST00000033866
ENSMUST00000033824	ENSMUST00000090024
ENSMUST00000023666	ENSMUST00000033739
ENSMUST00000046951	ENSMUST00000109901
ENSMUST00000020904	ENSMUST00000042564
ENSMUST00000034206	ENSMUST00000120498
ENSMUST00000027103	ENSMUST00000207750
ENSMUST00000009435	ENSMUST00000095729
ENSMUST00000098924	ENSMUST00000025815
ENSMUST00000079324	ENSMUST00000160075
ENSMUST00000036977	ENSMUST00000091701
ENSMUST00000033018	ENSMUST00000033720
ENSMUST00000099858	ENSMUST00000194418
ENSMUST00000044252	ENSMUST00000027974
ENSMUST00000076949	ENSMUST00000027687
ENSMUST00000087556	ENSMUST00000024627
ENSMUST00000043169	ENSMUST00000095410
ENSMUST00000147567	ENSMUST00000174252
ENSMUST00000069799	ENSMUST00000030903
ENSMUST00000127664	ENSMUST00000023085
ENSMUST00000022358	ENSMUST00000007559
ENSMUST00000030399	ENSMUST00000005825
ENSMUST00000003038	ENSMUST00000093357
